0 1
0 5
0 6
0 25
0 28
1 25
1 6
1 7
1 2
2 25
2 7
2 8
2 3
3 25
3 8
3 9
3 4
4 25
4 9
4 26
5 28
5 10
5 11
5 6
6 11
6 12
6 7
7 12
7 13
7 8
8 13
8 14
8 9
9 14
9 26
10 28
10 15
10 16
10 11
11 16
11 17
11 12
12 17
12 18
12 13
13 18
13 19
13 14
14 19
14 26
15 28
15 20
15 21
15 16
16 21
16 22
16 17
17 22
17 23
17 18
18 23
18 24
18 19
19 24
19 26
20 28
20 27
20 21
21 27
21 22
22 27
22 23
23 27
23 24
24 26
24 27
